,easting,northing,elevation_od,chainage,fc,profile,reg_id,survey_unit,date,year,month
580,307593.054,81915.062,3.894,248.016,G,6a01615,6a01615,6aSU12,2019-02-19,2019,2
463,307593.01,81914.994,4.123,248.09,G,6a01615,6a01615,6aSU12,2018-10-25,2018,10
292,307545.478,81921.292,3.846,248.12,G,6a01616,6a01616,6aSU12,2017-05-10,2017,5
1770,307640.819,81909.64,3.927,248.149,G,6a01614,6a01614,6aSU12,2023-05-07,2023,5
34,307592.974,81914.782,4.704,248.305,G,6a01615,6a01615,6aSU12,2016-09-16,2016,9
229,307640.785,81909.353,2.57,248.437,G,6a01614,6a01614,6aSU12,2017-05-10,2017,5
1038,307545.45,81920.888,3.782,248.524,G,6a01616,6a01616,6aSU12,2021-06-24,2021,6
963,307592.881,81914.469,4.238,248.629,G,6a01615,6a01615,6aSU12,2021-06-24,2021,6
408,307592.925,81914.404,4.715,248.686,G,6a01615,6a01615,6aSU12,2018-02-01,2018,2
1508,307592.948,81914.321,4.054,248.764,G,6a01615,6a01615,6aSU12,2022-11-23,2022,11
1143,307545.38,81920.565,3.913,248.853,G,6a01616,6a01616,6aSU12,2022-04-20,2022,4
1878,307681.963,81903.841,1.046,248.912,G,6a01613,6a01613,6aSU12,2021-06-24,2021,6
1562,307592.897,81914.16,3.959,248.931,G,6a01615,6a01615,6aSU12,2023-02-24,2023,2
640,307592.851,81914.076,3.787,249.021,G,6a01615,6a01615,6aSU12,2019-10-01,2019,10
836,307592.813,81914.019,4.322,249.084,G,6a01615,6a01615,6aSU12,2021-03-01,2021,3
775,307592.849,81913.822,4.246,249.273,G,6a01615,6a01615,6aSU12,2020-10-18,2020,10
1164,307640.605,81908.341,-0.034,249.465,G,6a01614,6a01614,6aSU12,2021-06-24,2021,6
1605,307681.849,81903.292,0.43,249.473,G,6a01613,6a01613,6aSU12,2023-05-07,2023,5
1434,307592.823,81913.599,3.836,249.497,G,6a01615,6a01615,6aSU12,2022-04-20,2022,4
1244,307545.269,81919.749,3.424,249.677,G,6a01616,6a01616,6aSU12,2021-06-24,2021,6
320,307592.809,81913.418,4.635,249.678,G,6a01615,6a01615,6aSU12,2017-10-20,2017,10
293,307545.285,81919.553,3.809,249.869,G,6a01616,6a01616,6aSU12,2017-05-10,2017,5
698,307592.681,81913.19,4.297,249.923,G,6a01615,6a01615,6aSU12,2020-02-11,2020,2
524,307592.681,81913.19,4.297,249.923,G,6a01615,6a01615,6aSU12,2020-02-11,2020,2
837,307592.658,81912.89,4.15,250.223,G,6a01615,6a01615,6aSU12,2021-03-01,2021,3
1293,307592.69,81912.869,3.742,250.239,G,6a01615,6a01615,6aSU12,2021-10-06,2021,10
146,307592.678,81912.825,4.629,250.284,G,6a01615,6a01615,6aSU12,2017-05-10,2017,5
230,307640.459,81907.469,2.406,250.349,G,6a01614,6a01614,6aSU12,2017-05-10,2017,5
71,307681.713,81902.193,-0.01,250.579,G,6a01613,6a01613,6aSU12,2017-05-10,2017,5
1080,307640.398,81907.222,3.491,250.603,G,6a01614,6a01614,6aSU12,2022-04-20,2022,4
464,307592.615,81912.441,3.442,250.673,G,6a01615,6a01615,6aSU12,2018-10-25,2018,10
35,307592.575,81912.434,4.491,250.686,G,6a01615,6a01615,6aSU12,2016-09-16,2016,9
321,307592.604,81912.343,4.432,250.772,G,6a01615,6a01615,6aSU12,2017-10-20,2017,10
1824,307545.119,81918.516,4.556,250.919,G,6a01616,6a01616,6aSU12,2023-05-07,2023,5
581,307592.555,81912.082,3.658,251.037,G,6a01615,6a01615,6aSU12,2019-02-19,2019,2
964,307592.527,81911.844,3.323,251.277,G,6a01615,6a01615,6aSU12,2021-06-24,2021,6
1666,307592.551,81911.839,3.489,251.278,G,6a01615,6a01615,6aSU12,2023-05-07,2023,5
1771,307640.291,81906.55,3.85,251.284,G,6a01614,6a01614,6aSU12,2023-05-07,2023,5
1367,307681.504,81901.509,0.431,251.289,GS,6a01613,6a01613,6aSU12,2022-04-20,2022,4
1509,307592.477,81911.776,3.457,251.352,G,6a01615,6a01615,6aSU12,2022-11-23,2022,11
1563,307592.496,81911.666,3.462,251.457,G,6a01615,6a01615,6aSU12,2023-02-24,2023,2
1165,307640.252,81906.284,-0.241,251.552,G,6a01614,6a01614,6aSU12,2021-06-24,2021,6
294,307545.03,81917.818,3.432,251.622,G,6a01616,6a01616,6aSU12,2017-05-10,2017,5
641,307592.484,81911.499,3.849,251.624,G,6a01615,6a01615,6aSU12,2019-10-01,2019,10
409,307592.439,81911.483,4.226,251.647,G,6a01615,6a01615,6aSU12,2018-02-01,2018,2
1435,307592.474,81911.259,3.302,251.863,G,6a01615,6a01615,6aSU12,2022-04-20,2022,4
1510,307592.407,81911.261,3.449,251.871,G,6a01615,6a01615,6aSU12,2022-11-23,2022,11
1144,307544.912,81917.38,3.817,252.073,G,6a01616,6a01616,6aSU12,2022-04-20,2022,4
1879,307681.377,81900.734,0.947,252.074,G,6a01613,6a01613,6aSU12,2021-06-24,2021,6
776,307592.381,81910.873,4.523,252.258,G,6a01615,6a01615,6aSU12,2020-10-18,2020,10
525,307592.347,81910.81,4.494,252.326,G,6a01615,6a01615,6aSU12,2020-02-11,2020,2
699,307592.347,81910.81,4.494,252.326,G,6a01615,6a01615,6aSU12,2020-02-11,2020,2
322,307592.356,81910.783,4.038,252.351,G,6a01615,6a01615,6aSU12,2017-10-20,2017,10
1245,307544.904,81916.959,3.283,252.491,G,6a01616,6a01616,6aSU12,2021-06-24,2021,6
1294,307592.379,81910.611,3.037,252.518,G,6a01615,6a01615,6aSU12,2021-10-06,2021,10
1564,307592.29,81910.503,3.56,252.638,G,6a01615,6a01615,6aSU12,2023-02-24,2023,2
147,307592.333,81910.466,3.887,252.668,G,6a01615,6a01615,6aSU12,2017-05-10,2017,5
1081,307639.982,81905.168,3.585,252.698,G,6a01614,6a01614,6aSU12,2022-04-20,2022,4
838,307592.333,81910.432,3.454,252.702,HW,6a01615,6a01615,6aSU12,2021-03-01,2021,3
1606,307681.297,81900.005,0.339,252.806,G,6a01613,6a01613,6aSU12,2023-05-07,2023,5
295,307544.794,81916.293,3.348,253.165,G,6a01616,6a01616,6aSU12,2017-05-10,2017,5
231,307639.945,81904.701,2.39,253.165,HW,6a01614,6a01614,6aSU12,2017-05-10,2017,5
36,307592.23,81909.829,4.165,253.313,G,6a01615,6a01615,6aSU12,2016-09-16,2016,9
965,307592.168,81909.583,2.854,253.566,HW,6a01615,6a01615,6aSU12,2021-06-24,2021,6
839,307592.113,81909.542,3.228,253.615,G,6a01615,6a01615,6aSU12,2021-03-01,2021,3
72,307681.167,81899.145,0.032,253.675,G,6a01613,6a01613,6aSU12,2017-05-10,2017,5
465,307592.166,81909.37,3.008,253.777,G,6a01615,6a01615,6aSU12,2018-10-25,2018,10
1166,307639.857,81903.88,-0.287,253.988,G,6a01614,6a01614,6aSU12,2021-06-24,2021,6
582,307592.091,81909.115,3.508,254.04,G,6a01615,6a01615,6aSU12,2019-02-19,2019,2
148,307592.003,81908.813,3.758,254.352,G,6a01615,6a01615,6aSU12,2017-05-10,2017,5
1825,307544.653,81915.069,4.562,254.397,G,6a01616,6a01616,6aSU12,2023-05-07,2023,5
1667,307592.04,81908.67,3.842,254.488,G,6a01615,6a01615,6aSU12,2023-05-07,2023,5
1145,307544.575,81914.976,4.027,254.5,G,6a01616,6a01616,6aSU12,2022-04-20,2022,4
1511,307592.049,81908.597,3.809,254.558,G,6a01615,6a01615,6aSU12,2022-11-23,2022,11
642,307592.028,81908.564,3.992,254.594,G,6a01615,6a01615,6aSU12,2019-10-01,2019,10
1436,307592.03,81908.513,3.609,254.644,G,6a01615,6a01615,6aSU12,2022-04-20,2022,4
1565,307591.979,81908.479,3.872,254.686,G,6a01615,6a01615,6aSU12,2023-02-24,2023,2
1368,307680.968,81898.138,0.421,254.701,GS,6a01613,6a01613,6aSU12,2022-04-20,2022,4
410,307592.011,81908.447,3.923,254.712,G,6a01615,6a01615,6aSU12,2018-02-01,2018,2
232,307639.701,81903.057,2.136,254.826,G,6a01614,6a01614,6aSU12,2017-05-10,2017,5
777,307591.959,81908.316,4.495,254.85,G,6a01615,6a01615,6aSU12,2020-10-18,2020,10
1772,307639.58,81903.019,4.068,254.884,G,6a01614,6a01614,6aSU12,2023-05-07,2023,5
37,307591.919,81908.167,4.052,255.003,G,6a01615,6a01615,6aSU12,2016-09-16,2016,9
526,307591.937,81908.146,4.442,255.021,G,6a01615,6a01615,6aSU12,2020-02-11,2020,2
700,307591.937,81908.146,4.442,255.021,G,6a01615,6a01615,6aSU12,2020-02-11,2020,2
323,307591.961,81908.119,3.732,255.044,G,6a01615,6a01615,6aSU12,2017-10-20,2017,10
296,307544.516,81914.387,2.811,255.092,G,6a01616,6a01616,6aSU12,2017-05-10,2017,5
1082,307639.59,81902.793,3.105,255.105,G,6a01614,6a01614,6aSU12,2022-04-20,2022,4
840,307591.87,81907.876,2.798,255.299,GS,6a01615,6a01615,6aSU12,2021-03-01,2021,3
1295,307591.897,81907.821,2.898,255.349,G,6a01615,6a01615,6aSU12,2021-10-06,2021,10
1880,307680.8,81897.493,0.915,255.366,G,6a01613,6a01613,6aSU12,2021-06-24,2021,6
1146,307544.446,81913.891,3.801,255.593,G,6a01616,6a01616,6aSU12,2022-04-20,2022,4
1246,307544.475,81913.883,2.802,255.596,G,6a01616,6a01616,6aSU12,2021-06-24,2021,6
583,307591.792,81907.331,2.996,255.849,G,6a01615,6a01615,6aSU12,2019-02-19,2019,2
149,307591.761,81907.225,3.095,255.959,G,6a01615,6a01615,6aSU12,2017-05-10,2017,5
38,307591.785,81907.196,3.842,255.983,G,6a01615,6a01615,6aSU12,2016-09-16,2016,9
1437,307591.8,81907.084,3.779,256.092,G,6a01615,6a01615,6aSU12,2022-04-20,2022,4
778,307591.76,81906.974,4.413,256.207,G,6a01615,6a01615,6aSU12,2020-10-18,2020,10
966,307591.732,81906.969,2.795,256.216,G,6a01615,6a01615,6aSU12,2021-06-24,2021,6
527,307591.714,81906.89,4.103,256.297,G,6a01615,6a01615,6aSU12,2020-02-11,2020,2
701,307591.714,81906.89,4.103,256.297,G,6a01615,6a01615,6aSU12,2020-02-11,2020,2
1167,307639.402,81901.583,-0.335,256.33,G,6a01614,6a01614,6aSU12,2021-06-24,2021,6
1826,307544.303,81913.073,4.319,256.422,G,6a01616,6a01616,6aSU12,2023-05-07,2023,5
233,307639.389,81901.408,2.195,256.504,GS,6a01614,6a01614,6aSU12,2017-05-10,2017,5
1438,307591.704,81906.599,3.803,256.586,G,6a01615,6a01615,6aSU12,2022-04-20,2022,4
466,307591.653,81906.481,2.744,256.71,G,6a01615,6a01615,6aSU12,2018-10-25,2018,10
73,307680.608,81896.118,0.063,256.753,G,6a01613,6a01613,6aSU12,2017-05-10,2017,5
1566,307591.65,81906.09,4.33,257.097,G,6a01615,6a01615,6aSU12,2023-02-24,2023,2
150,307591.54,81905.843,2.804,257.358,G,6a01615,6a01615,6aSU12,2017-05-10,2017,5
1607,307680.515,81895.513,0.303,257.365,G,6a01613,6a01613,6aSU12,2023-05-07,2023,5
779,307591.573,81905.754,4.093,257.441,G,6a01615,6a01615,6aSU12,2020-10-18,2020,10
1512,307591.537,81905.671,4.218,257.528,G,6a01615,6a01615,6aSU12,2022-11-23,2022,11
1827,307544.134,81911.815,4.328,257.692,G,6a01616,6a01616,6aSU12,2023-05-07,2023,5
643,307591.497,81905.483,3.95,257.72,G,6a01615,6a01615,6aSU12,2019-10-01,2019,10
324,307591.561,81905.462,3.403,257.731,G,6a01615,6a01615,6aSU12,2017-10-20,2017,10
1668,307591.49,81905.281,4.439,257.921,G,6a01615,6a01615,6aSU12,2023-05-07,2023,5
1773,307639.086,81899.993,4.112,257.95,G,6a01614,6a01614,6aSU12,2023-05-07,2023,5
1439,307591.459,81905.23,3.789,257.976,G,6a01615,6a01615,6aSU12,2022-04-20,2022,4
39,307591.51,81905.181,3.297,258.017,G,6a01615,6a01615,6aSU12,2016-09-16,2016,9
1147,307544.116,81911.486,3.179,258.02,G,6a01616,6a01616,6aSU12,2022-04-20,2022,4
411,307591.436,81905.166,3.715,258.043,G,6a01615,6a01615,6aSU12,2018-02-01,2018,2
297,307544.118,81911.448,2.503,258.057,HW,6a01616,6a01616,6aSU12,2017-05-10,2017,5
1369,307680.353,81894.805,0.38,258.091,GS,6a01613,6a01613,6aSU12,2022-04-20,2022,4
1083,307639.024,81899.755,2.542,258.195,G,6a01614,6a01614,6aSU12,2022-04-20,2022,4
702,307591.426,81904.873,3.91,258.334,G,6a01615,6a01615,6aSU12,2020-02-11,2020,2
528,307591.426,81904.873,3.91,258.334,G,6a01615,6a01615,6aSU12,2020-02-11,2020,2
1168,307639.093,81899.6,-0.385,258.336,G,6a01614,6a01614,6aSU12,2021-06-24,2021,6
1247,307544.073,81911.027,2.533,258.481,G,6a01616,6a01616,6aSU12,2021-06-24,2021,6
1296,307591.431,81904.571,2.827,258.631,G,6a01615,6a01615,6aSU12,2021-10-06,2021,10
1881,307680.253,81894.187,0.862,258.717,G,6a01613,6a01613,6aSU12,2021-06-24,2021,6
325,307591.358,81904.411,3.241,258.801,G,6a01615,6a01615,6aSU12,2017-10-20,2017,10
1828,307543.989,81910.658,4.404,258.858,G,6a01616,6a01616,6aSU12,2023-05-07,2023,5
841,307591.358,81904.269,2.183,258.941,GS,6a01615,6a01615,6aSU12,2021-03-01,2021,3
967,307591.3,81904.212,2.856,259.007,G,6a01615,6a01615,6aSU12,2021-06-24,2021,6
644,307591.3,81904.186,3.635,259.032,G,6a01615,6a01615,6aSU12,2019-10-01,2019,10
584,307591.303,81904.183,2.616,259.035,HW,6a01615,6a01615,6aSU12,2019-02-19,2019,2
1567,307591.302,81903.983,4.493,259.232,G,6a01615,6a01615,6aSU12,2023-02-24,2023,2
40,307591.242,81903.758,3.168,259.464,G,6a01615,6a01615,6aSU12,2016-09-16,2016,9
1084,307638.827,81898.498,2.31,259.468,G,6a01614,6a01614,6aSU12,2022-04-20,2022,4
298,307543.898,81910.043,2.292,259.479,G,6a01616,6a01616,6aSU12,2017-05-10,2017,5
1669,307591.194,81903.644,4.421,259.584,G,6a01615,6a01615,6aSU12,2023-05-07,2023,5
467,307591.219,81903.63,2.443,259.594,HW,6a01615,6a01615,6aSU12,2018-10-25,2018,10
780,307591.211,81903.628,3.209,259.597,HW,6a01615,6a01615,6aSU12,2020-10-18,2020,10
234,307638.876,81898.3,1.698,259.654,GS,6a01614,6a01614,6aSU12,2017-05-10,2017,5
151,307591.178,81903.43,2.568,259.798,G,6a01615,6a01615,6aSU12,2017-05-10,2017,5
74,307680.031,81893.014,0.044,259.91,G,6a01613,6a01613,6aSU12,2017-05-10,2017,5
645,307591.172,81903.273,3.568,259.954,G,6a01615,6a01615,6aSU12,2019-10-01,2019,10
1774,307638.828,81897.958,4.211,259.999,G,6a01614,6a01614,6aSU12,2023-05-07,2023,5
1513,307591.187,81903.092,4.259,260.13,G,6a01615,6a01615,6aSU12,2022-11-23,2022,11
412,307591.133,81903.057,3.461,260.173,G,6a01615,6a01615,6aSU12,2018-02-01,2018,2
1440,307591.084,81902.849,3.401,260.387,G,6a01615,6a01615,6aSU12,2022-04-20,2022,4
1169,307638.697,81897.565,-0.479,260.409,G,6a01614,6a01614,6aSU12,2021-06-24,2021,6
299,307543.808,81909.032,2.35,260.493,G,6a01616,6a01616,6aSU12,2017-05-10,2017,5
1775,307638.66,81897.463,4.223,260.516,G,6a01614,6a01614,6aSU12,2023-05-07,2023,5
1670,307591.025,81902.707,4.177,260.536,G,6a01615,6a01615,6aSU12,2023-05-07,2023,5
1568,307591.088,81902.697,4.166,260.536,G,6a01615,6a01615,6aSU12,2023-02-24,2023,2
781,307591.023,81902.641,3.074,260.602,G,6a01615,6a01615,6aSU12,2020-10-18,2020,10
1148,307543.767,81908.743,2.797,260.785,G,6a01616,6a01616,6aSU12,2022-04-20,2022,4
41,307590.949,81902.36,3.392,260.891,G,6a01615,6a01615,6aSU12,2016-09-16,2016,9
646,307590.989,81902.304,3.328,260.94,G,6a01615,6a01615,6aSU12,2019-10-01,2019,10
300,307543.714,81908.559,2.16,260.975,G,6a01616,6a01616,6aSU12,2017-05-10,2017,5
326,307591.027,81902.184,3.128,261.052,G,6a01615,6a01615,6aSU12,2017-10-20,2017,10
1608,307679.822,81891.716,0.291,261.225,G,6a01613,6a01613,6aSU12,2023-05-07,2023,5
1370,307679.759,81891.435,0.321,261.513,GS,6a01613,6a01613,6aSU12,2022-04-20,2022,4
703,307590.928,81901.682,3.643,261.564,G,6a01615,6a01615,6aSU12,2020-02-11,2020,2
529,307590.928,81901.682,3.643,261.564,G,6a01615,6a01615,6aSU12,2020-02-11,2020,2
782,307590.901,81901.662,3.127,261.588,G,6a01615,6a01615,6aSU12,2020-10-18,2020,10
585,307590.872,81901.602,2.689,261.651,G,6a01615,6a01615,6aSU12,2019-02-19,2019,2
1297,307590.937,81901.567,2.89,261.676,G,6a01615,6a01615,6aSU12,2021-10-06,2021,10
152,307590.869,81901.469,2.112,261.783,G,6a01615,6a01615,6aSU12,2017-05-10,2017,5
1248,307543.607,81907.699,2.634,261.841,G,6a01616,6a01616,6aSU12,2021-06-24,2021,6
968,307590.852,81901.406,2.681,261.848,G,6a01615,6a01615,6aSU12,2021-06-24,2021,6
1085,307638.449,81896.091,1.83,261.904,G,6a01614,6a01614,6aSU12,2022-04-20,2022,4
1829,307543.569,81907.556,3.161,261.988,G,6a01616,6a01616,6aSU12,2023-05-07,2023,5
783,307590.856,81901.187,2.971,262.064,G,6a01615,6a01615,6aSU12,2020-10-18,2020,10
1149,307543.583,81907.465,2.868,262.076,G,6a01616,6a01616,6aSU12,2022-04-20,2022,4
1441,307590.854,81901.121,3.217,262.129,G,6a01615,6a01615,6aSU12,2022-04-20,2022,4
1569,307590.847,81901.039,4.386,262.211,G,6a01615,6a01615,6aSU12,2023-02-24,2023,2
1514,307590.75,81900.925,4.025,262.339,G,6a01615,6a01615,6aSU12,2022-11-23,2022,11
468,307590.773,81900.908,2.35,262.352,G,6a01615,6a01615,6aSU12,2018-10-25,2018,10
1882,307679.588,81890.592,0.81,262.372,G,6a01613,6a01613,6aSU12,2021-06-24,2021,6
153,307590.77,81900.761,1.996,262.498,HW,6a01615,6a01615,6aSU12,2017-05-10,2017,5
42,307590.739,81900.72,3.366,262.543,G,6a01615,6a01615,6aSU12,2016-09-16,2016,9
1170,307638.37,81895.442,-0.467,262.556,G,6a01614,6a01614,6aSU12,2021-06-24,2021,6
327,307590.715,81900.685,2.831,262.582,HW,6a01615,6a01615,6aSU12,2017-10-20,2017,10
235,307638.302,81895.361,1.409,262.648,GS,6a01614,6a01614,6aSU12,2017-05-10,2017,5
784,307590.762,81900.564,2.92,262.694,G,6a01615,6a01615,6aSU12,2020-10-18,2020,10
1671,307590.663,81900.525,4.401,262.748,G,6a01615,6a01615,6aSU12,2023-05-07,2023,5
413,307590.721,81900.389,3.819,262.873,G,6a01615,6a01615,6aSU12,2018-02-01,2018,2
75,307679.528,81890.063,0.04,262.904,G,6a01613,6a01613,6aSU12,2017-05-10,2017,5
842,307590.648,81900.301,1.683,262.971,GS,6a01615,6a01615,6aSU12,2021-03-01,2021,3
154,307590.634,81900.056,2.013,263.216,G,6a01615,6a01615,6aSU12,2017-05-10,2017,5
1830,307543.463,81906.331,3.169,263.216,G,6a01616,6a01616,6aSU12,2023-05-07,2023,5
1150,307543.405,81906.225,2.4,263.329,G,6a01616,6a01616,6aSU12,2022-04-20,2022,4
667,307590.594,81899.809,3.182,263.466,G,6a01615,6a01615,6aSU12,2016-09-16,2016,9
647,307590.565,81899.724,2.725,263.554,G,6a01615,6a01615,6aSU12,2019-10-01,2019,10
1776,307638.21,81894.376,3.237,263.634,G,6a01614,6a01614,6aSU12,2023-05-07,2023,5
1442,307590.561,81899.624,2.698,263.654,G,6a01615,6a01615,6aSU12,2022-04-20,2022,4
843,307590.553,81899.605,1.616,263.674,GS,6a01615,6a01615,6aSU12,2021-03-01,2021,3
1298,307590.625,81899.538,2.969,263.729,G,6a01615,6a01615,6aSU12,2021-10-06,2021,10
1672,307590.578,81899.434,4.386,263.839,G,6a01615,6a01615,6aSU12,2023-05-07,2023,5
301,307543.301,81905.649,1.537,263.914,G,6a01616,6a01616,6aSU12,2017-05-10,2017,5
586,307590.605,81899.286,2.876,263.981,G,6a01615,6a01615,6aSU12,2019-02-19,2019,2
530,307590.468,81899.005,3.656,264.28,G,6a01615,6a01615,6aSU12,2020-02-11,2020,2
704,307590.468,81899.005,3.656,264.28,G,6a01615,6a01615,6aSU12,2020-02-11,2020,2
414,307590.46,81898.978,4.087,264.308,G,6a01615,6a01615,6aSU12,2018-02-01,2018,2
328,307590.455,81898.778,2.419,264.506,G,6a01615,6a01615,6aSU12,2017-10-20,2017,10
1570,307590.326,81898.578,4.307,264.724,G,6a01615,6a01615,6aSU12,2023-02-24,2023,2
1299,307590.359,81898.532,2.785,264.764,G,6a01615,6a01615,6aSU12,2021-10-06,2021,10
969,307590.414,81898.5,2.401,264.787,G,6a01615,6a01615,6aSU12,2021-06-24,2021,6
1249,307543.188,81904.647,2.671,264.922,HW,6a01616,6a01616,6aSU12,2021-06-24,2021,6
469,307590.385,81898.357,2.526,264.933,G,6a01615,6a01615,6aSU12,2018-10-25,2018,10
1371,307679.193,81888.027,0.277,264.967,GS,6a01613,6a01613,6aSU12,2022-04-20,2022,4
1171,307637.899,81893.058,-0.452,264.986,G,6a01614,6a01614,6aSU12,2021-06-24,2021,6
785,307590.373,81898.153,2.137,265.136,G,6a01615,6a01615,6aSU12,2020-10-18,2020,10
1086,307637.857,81892.868,1.356,265.18,G,6a01614,6a01614,6aSU12,2022-04-20,2022,4
1515,307590.362,81898.06,3.362,265.23,G,6a01615,6a01615,6aSU12,2022-11-23,2022,11
1609,307679.072,81887.759,0.234,265.252,G,6a01613,6a01613,6aSU12,2023-05-07,2023,5
1831,307543.061,81904.281,3.597,265.302,G,6a01616,6a01616,6aSU12,2023-05-07,2023,5
155,307590.308,81897.86,2.327,265.436,GS,6a01615,6a01615,6aSU12,2017-05-10,2017,5
415,307590.267,81897.859,4.151,265.443,G,6a01615,6a01615,6aSU12,2018-02-01,2018,2
76,307679.083,81887.549,0.036,265.457,G,6a01613,6a01613,6aSU12,2017-05-10,2017,5
668,307590.282,81897.774,2.901,265.525,G,6a01615,6a01615,6aSU12,2016-09-16,2016,9
587,307590.298,81897.758,2.387,265.538,GS,6a01615,6a01615,6aSU12,2019-02-19,2019,2
1673,307590.211,81897.59,4.382,265.717,G,6a01615,6a01615,6aSU12,2023-05-07,2023,5
236,307637.808,81892.305,1.161,265.743,GS,6a01614,6a01614,6aSU12,2017-05-10,2017,5
1883,307679.024,81887.162,0.755,265.848,G,6a01613,6a01613,6aSU12,2021-06-24,2021,6
705,307590.2,81897.386,3.036,265.921,G,6a01615,6a01615,6aSU12,2020-02-11,2020,2
531,307590.2,81897.386,3.036,265.921,G,6a01615,6a01615,6aSU12,2020-02-11,2020,2
1151,307542.974,81903.637,1.805,265.952,G,6a01616,6a01616,6aSU12,2022-04-20,2022,4
1832,307543.033,81903.439,3.66,266.139,G,6a01616,6a01616,6aSU12,2023-05-07,2023,5
1443,307590.197,81897.066,2.731,266.237,G,6a01615,6a01615,6aSU12,2022-04-20,2022,4
156,307590.164,81897.061,2.099,266.247,GS,6a01615,6a01615,6aSU12,2017-05-10,2017,5
1777,307637.661,81891.724,2.921,266.341,G,6a01614,6a01614,6aSU12,2023-05-07,2023,5
470,307590.123,81896.824,1.903,266.488,G,6a01615,6a01615,6aSU12,2018-10-25,2018,10
648,307590.089,81896.472,2.041,266.841,G,6a01615,6a01615,6aSU12,2019-10-01,2019,10
1571,307590.002,81896.459,3.869,266.867,G,6a01615,6a01615,6aSU12,2023-02-24,2023,2
302,307542.92,81902.629,1.162,266.957,G,6a01616,6a01616,6aSU12,2017-05-10,2017,5
844,307590.031,81896.218,1.267,267.101,GS,6a01615,6a01615,6aSU12,2021-03-01,2021,3
1833,307542.801,81902.314,3.404,267.286,HW,6a01616,6a01616,6aSU12,2023-05-07,2023,5
1300,307590.008,81896.024,3.101,267.296,G,6a01615,6a01615,6aSU12,2021-10-06,2021,10
669,307589.953,81895.894,2.928,267.433,G,6a01615,6a01615,6aSU12,2016-09-16,2016,9
416,307589.958,81895.792,3.264,267.533,G,6a01615,6a01615,6aSU12,2018-02-01,2018,2
1172,307637.452,81890.528,-0.395,267.555,G,6a01614,6a01614,6aSU12,2021-06-24,2021,6
329,307590.04,81895.734,1.817,267.577,G,6a01615,6a01615,6aSU12,2017-10-20,2017,10
970,307589.933,81895.742,2.34,267.586,G,6a01615,6a01615,6aSU12,2021-06-24,2021,6
1516,307589.941,81895.703,2.909,267.623,G,6a01615,6a01615,6aSU12,2022-11-23,2022,11
1250,307542.819,81901.886,2.674,267.707,G,6a01616,6a01616,6aSU12,2021-06-24,2021,6
706,307589.906,81895.51,2.367,267.82,G,6a01615,6a01615,6aSU12,2020-02-11,2020,2
532,307589.906,81895.51,2.367,267.82,G,6a01615,6a01615,6aSU12,2020-02-11,2020,2
786,307589.919,81895.463,1.728,267.864,G,6a01615,6a01615,6aSU12,2020-10-18,2020,10
1301,307589.929,81895.311,3.168,268.012,G,6a01615,6a01615,6aSU12,2021-10-06,2021,10
237,307637.3,81889.843,0.849,268.256,GS,6a01614,6a01614,6aSU12,2017-05-10,2017,5
1087,307637.278,81889.802,1.109,268.3,G,6a01614,6a01614,6aSU12,2022-04-20,2022,4
157,307589.854,81894.965,1.732,268.366,GS,6a01615,6a01615,6aSU12,2017-05-10,2017,5
1372,307678.569,81884.679,0.124,268.373,GS,6a01613,6a01613,6aSU12,2022-04-20,2022,4
1674,307589.866,81894.956,3.565,268.373,G,6a01615,6a01615,6aSU12,2023-05-07,2023,5
417,307589.834,81894.897,3.118,268.436,G,6a01615,6a01615,6aSU12,2018-02-01,2018,2
1778,307637.302,81889.571,3.232,268.524,G,6a01614,6a01614,6aSU12,2023-05-07,2023,5
1610,307678.58,81884.518,0.203,268.529,G,6a01613,6a01613,6aSU12,2023-05-07,2023,5
1444,307589.796,81894.674,2.379,268.662,G,6a01615,6a01615,6aSU12,2022-04-20,2022,4
77,307678.511,81884.353,0.05,268.704,G,6a01613,6a01613,6aSU12,2017-05-10,2017,5
1302,307589.772,81894.512,2.96,268.826,G,6a01615,6a01615,6aSU12,2021-10-06,2021,10
588,307589.758,81894.483,1.798,268.857,GS,6a01615,6a01615,6aSU12,2019-02-19,2019,2
1152,307542.581,81900.753,1.267,268.862,G,6a01616,6a01616,6aSU12,2022-04-20,2022,4
1251,307542.622,81900.723,2.348,268.886,G,6a01616,6a01616,6aSU12,2021-06-24,2021,6
1884,307678.424,81883.946,0.682,269.12,G,6a01613,6a01613,6aSU12,2021-06-24,2021,6
1572,307589.722,81894.049,3.921,269.291,G,6a01615,6a01615,6aSU12,2023-02-24,2023,2
971,307589.685,81894.044,1.839,269.302,G,6a01615,6a01615,6aSU12,2021-06-24,2021,6
787,307589.681,81893.898,1.509,269.447,G,6a01615,6a01615,6aSU12,2020-10-18,2020,10
725,307589.706,81893.877,2.571,269.464,HW,6a01615,6a01615,6aSU12,2016-09-16,2016,9
471,307589.688,81893.804,1.271,269.539,G,6a01615,6a01615,6aSU12,2018-10-25,2018,10
1779,307637.09,81888.411,3.296,269.703,HW,6a01614,6a01614,6aSU12,2023-05-07,2023,5
303,307542.474,81899.625,0.811,269.994,G,6a01616,6a01616,6aSU12,2017-05-10,2017,5
1445,307589.628,81893.257,2.022,270.088,GS,6a01615,6a01615,6aSU12,2022-04-20,2022,4
